Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
59514393,Last Night at the Telegraph Club,Malinda Lo,"Lo, Malinda",,"=""0525555277""","=""9780525555278""",4,4.21,Dutton Books for Young Readers,Paperback,416,2021,2021,2023/07/02,2023/06/30,,,read,,,,1,0
49228706,I Want to Die But I Want to Eat Tteokpokki,Baek Se-hee,"Se-hee, Baek",Hyacinta Louisa,"=""6237351035""","=""9786237351030""",0,3.24,Penerbit Haru,Paperback,232,2019,2018,,2023/06/29,to-read,to-read (#319),to-read,,,,0,0
60635756,A Quitter's Paradise,Elysha Chang,"Chang, Elysha",,"=""163893052X""","=""9781638930525""",0,2.85,SJP Lit,Hardcover,336,2023,2023,,2023/06/29,to-read,to-read (#318),to-read,,,,0,0
61178503,Mr. Breakfast,Jonathan Carroll,"Carroll, Jonathan",,"=""1612199925""","=""9781612199924""",0,3.73,Melville House,Hardcover,272,2023,2019,,2023/06/29,to-read,to-read (#317),to-read,,,,0,0
62919844,Everything's Fine,Cecilia Rabess,"Rabess, Cecilia",,"=""1982187700""","=""9781982187705""",0,3.54,Simon & Schuster,Hardcover,336,2023,2023,,2023/06/29,to-read,to-read (#316),to-read,,,,0,0
58085230,The Family Chao,Lan Samantha Chang,"Chang, Lan Samantha",,"=""0393868079""","=""9780393868074""",0,3.35,W. W. Norton & Company,Hardcover,303,2022,2022,,2023/06/29,to-read,to-read (#315),to-read,,,,0,0
55782299,The Woman in the Purple Skirt,Natsuko Imamura,"Imamura, Natsuko",Lucy North,"=""014313602X""","=""9780143136026""",0,3.27,Penguin Books,Hardcover,224,2021,2019,,2023/06/29,to-read,to-read (#314),to-read,,,,0,0
40538681,Midnight in Chernobyl: The Untold Story of the World's Greatest Nuclear Disaster,Adam Higginbotham,"Higginbotham, Adam",,"=""1501134612""","=""9781501134616""",0,4.37,Simon & Schuster,Hardcover,538,2019,2019,,2023/06/29,to-read,to-read (#313),to-read,,,,0,0
58340993,The Phantom Plague: How Tuberculosis Shaped History,Vidya Krishnan,"Krishnan, Vidya",,"=""1541768469""","=""9781541768468""",0,3.88,PublicAffairs,Hardcover,320,2022,2022,,2023/06/29,to-read,to-read (#312),to-read,,,,0,0
58724915,Corrections in Ink: A Memoir,Keri Blakinger,"Blakinger, Keri",,"=""1250272858""","=""9781250272850""",0,4.26,St. Martin's Press,Hardcover,336,2022,2022,,2023/06/29,to-read,to-read (#311),to-read,,,,0,0
62363042,Killingly,Katharine Beutner,"Beutner, Katharine",,"=""164129437X""","=""9781641294379""",0,3.39,Soho Crime,Hardcover,360,2023,2023,,2023/06/28,to-read,to-read (#310),to-read,,,,0,0
58842756,Holding Her Breath,Eimear Ryan,"Ryan, Eimear",,"=""0063236087""","=""9780063236080""",0,3.62,Mariner Books,Hardcover,256,2022,2021,,2023/06/27,to-read,to-read (#309),to-read,,,,0,0
61399127,Atomic Anna,Rachel Barenbaum,"Barenbaum, Rachel",,"=""1538734877""","=""9781538734872""",4,3.79,Grand Central Publishing,Paperback,464,2023,2022,2023/06/24,2022/03/09,,,read,,,,1,0
40599820,Unpregnant,Jenni Hendriks,"Hendriks, Jenni",Ted Caplan,"=""""","=""""",0,3.76,HarperCollins,Hardcover,310,2019,2019,,2023/06/22,to-read,to-read (#308),to-read,,,,0,0
670341,"Captain America: Truth - Red, White & Black",Robert Morales,"Morales, Robert",Kyle Baker,"=""0785110720""","=""9780785110729""",0,4.01,Marvel Enterprises,Paperback,168,2004,2004,,2023/06/22,to-read,to-read (#307),to-read,,,,0,0
61113421,How Data Happened: A History from the Age of Reason to the Age of Algorithms,Chris Wiggins,"Wiggins, Chris",Matthew L. Jones,"=""1324006730""","=""9781324006732""",0,3.57,W. W. Norton & Company,Hardcover,384,2023,2023,,2023/06/20,to-read,to-read (#306),to-read,,,,0,0
52771443,"Love & Olives (Love & Gelato, #3)",Jenna Evans Welch,"Welch, Jenna Evans",Imani Jade Powers,"=""1797105760""","=""9781797105765""",3,3.98,Simon & Schuster Audio,Audiobook,15,2020,2020,2023/06/11,2023/06/04,,,read,,,,1,0
43562313,Yolk,Mary H.K. Choi,"Choi, Mary H.K.",,"=""""","=""""",5,3.96,,Unknown Binding,400,2021,2021,2023/05/28,2023/05/28,,,read,,,,1,0
59345230,Drowning,T.J. Newman,"Newman, T.J.",,"=""1982177918""","=""9781982177911""",5,4.15,Avid Reader Press / Simon & Schuster,Hardcover,304,2023,2023,2023/05/31,2023/05/24,,,read,,,,1,0
51979179,Why We Swim,Bonnie Tsui,"Tsui, Bonnie",Angie Kane,"=""""","=""""",3,3.95,"Dreamscape Media, LLC",Audible Audio,,2020,2020,2023/05/22,2023/05/15,,,read,,,,1,0
58679358,"One of Us Is Lying (One of Us is Lying, #1)",Karen M. McManus,"McManus, Karen M.",,"=""0593565371""","=""9780593565377""",0,3.92,Delacorte Press,Hardcover,416,2021,2017,,2023/05/16,to-read,to-read (#305),to-read,,,,0,0
62919898,Owner of a Lonely Heart: A Memoir,Beth Nguyen,"Nguyen, Beth",,"=""1982196343""","=""9781982196349""",0,3.63,Scribner,Hardcover,256,2023,2023,,2023/05/16,to-read,to-read (#304),to-read,,,,0,0
63249718,Silver Nitrate,Silvia Moreno-Garcia,"Moreno-Garcia, Silvia",,"=""0593355369""","=""9780593355367""",0,3.59,Del Rey,Hardcover,323,2023,2023,,2023/05/16,to-read,to-read (#303),to-read,,,,0,0
63251769,The Sun and the Void (The Warring Gods #1),Gabriela Romero Lacruz,"Lacruz, Gabriela Romero",,"=""0316336548""","=""9780316336543""",0,3.31,Orbit,Paperback,576,2023,2023,,2023/05/16,to-read,to-read (#302),to-read,,,,0,0
61884813,The First Bright Thing,J.R.  Dawson,"Dawson, J.R.",,"=""1250805546""","=""9781250805546""",0,3.59,Tor Books,Hardcover,336,2023,2023,,2023/05/16,to-read,to-read (#301),to-read,,,,0,0
61897971,The Quiet Tenant,Clémence Michallon,"Michallon, Clémence",,"=""0593534646""","=""9780593534649""",0,3.83,Knopf,Hardcover,303,2023,2023,,2023/05/16,to-read,to-read (#300),to-read,,,,0,0
62703226,The Only One Left,Riley Sager,"Sager, Riley",,"=""0593183223""","=""9780593183229""",0,4.14,Dutton,Hardcover,383,2023,2023,,2023/05/16,to-read,to-read (#299),to-read,,,,0,0
63222079,The Whispers,Ashley Audrain,"Audrain, Ashley",,"=""1984881698""","=""9781984881694""",0,3.82,Pamela Dorman Books,Hardcover,336,2023,2023,,2023/05/16,to-read,to-read (#298),to-read,,,,0,0
62919793,The Invisible Hour,Alice Hoffman,"Hoffman, Alice",,"=""1982175370""","=""9781982175375""",0,3.60,Atria Books,Hardcover,272,2023,2023,,2023/05/16,to-read,to-read (#297),to-read,,,,0,0
62919732,Lady Tan’s Circle of Women,Lisa See,"See, Lisa",,"=""1982117087""","=""9781982117085""",0,4.35,Scribner,Hardcover,352,2023,2023,,2023/05/16,to-read,to-read (#296),to-read,,,,0,0
63023640,"Good Night, Irene",Luis Alberto Urrea,"Urrea, Luis Alberto",,"=""0316265853""","=""9780316265850""",0,4.13,"Little, Brown and Company",Hardcover,407,2023,2023,,2023/05/16,to-read,to-read (#295),to-read,,,,0,0
61718053,Happy Place,Emily Henry,"Henry, Emily",,"=""0593441273""","=""9780593441275""",0,3.97,Berkley,Hardcover,400,2023,2023,2023/05/14,2023/05/14,,,read,,,,1,0
58476287,Troy,Stephen Fry,"Fry, Stephen",,"=""""","=""""",4,4.35,,Audible Audio,12,2021,2020,2023/05/05,2023/04/24,,,read,,,,1,0
61819089,"A Good Day to Pie (Pies Before Guys Mystery, #2)",Misha Popp,"Popp, Misha",,"=""1639102329""","=""9781639102327""",0,3.72,Crooked Lane Books,Hardcover,320,2023,2023,,2023/04/24,to-read,to-read (#294),to-read,,,,0,0
61271840,The Golden Spoon,Jessa Maxwell,"Maxwell, Jessa","Andrea Emmes, Andy Garcia-Ruse, Graham Halstead, Kitty Hendrix, Kamran Khan, Jackie Sanders, André Santana, Emily Tremaine","=""1797153447""","=""9781797153445""",2,3.48,Simon & Schuster Audio,Audiobook,9,2023,2023,2023/04/24,2023/04/04,,,read,,,,1,0
61272702,Hang the Moon,Jeannette Walls,"Walls, Jeannette",,"=""1501117297""","=""9781501117299""",0,3.82,Scribner,Hardcover,368,2023,2023,,2023/04/20,to-read,to-read (#293),to-read,,,,0,0
114192,Medical Apartheid: The Dark History of Medical Experimentation on Black Americans from Colonial Times to the Present,Harriet A. Washington,"Washington, Harriet A.",,"=""0385509936""","=""9780385509930""",0,4.43,Doubleday,Hardcover,501,2007,2007,2023/04/18,2023/03/31,,,read,,,,1,0
58418750,How To Be a Revolutionary,C.A. Davids,"Davids, C.A.",,"=""1839760877""","=""9781839760877""",0,3.97,Verso Books (US) ,Paperback,304,2022,2022,,2023/04/14,to-read,to-read (#292),to-read,,,,0,0
109374293,The Circus Train,Amita Parikh,"Parikh, Amita",,"=""1639105778""","=""9781639105779""",2,4.03,,Hardcover,395,,2022,2023/04/01,2023/03/14,,,read,,,,1,0
51648276,Drive Your Plow Over the Bones of the Dead,Olga Tokarczuk,"Tokarczuk, Olga","Antonia Lloyd-Jones, Beata Poźniak","=""""","=""""",0,3.95,Penguin Audio,Audible Audio,274,2019,2009,2023/03/30,2023/01/26,,,read,,,,1,0
35404398,A River in Darkness: One Man's Escape from North Korea,Masaji Ishikawa,"Ishikawa, Masaji","Martin Brown, Risa Kobayashi","=""1542097193""","=""9781542097192""",3,4.28,Amazon Crossing,Kindle Edition,174,2018,2000,2018/08/11,2018/07/31,audible,audible (#69),read,,,,1,1
45450613,A River in Darkness:  One Man's Escape from North Korea,Masaji Ishikawa,"Ishikawa, Masaji","Risa Kobayashi, Martin Brown, Brian Nishii","=""""","=""""",3,4.28,Brilliance Audio,Audible Audio,6,2018,2000,,2023/03/26,,,read,,,,1,0
15197,"Maus II: A Survivor's Tale: And Here My Troubles Began (Maus, #2)",Art Spiegelman,"Spiegelman, Art",,"=""0679729771""","=""9780679729778""",4,4.42,Pantheon,Paperback,144,1992,1991,2023/03/22,2023/03/20,,,read,,,,1,0
25663734,The South Side: A Portrait of Chicago and American Segregation,Natalie Y. Moore,"Moore, Natalie Y.",,"=""1137280158""","=""9781137280152""",0,4.03,St. Martin's Press,Hardcover,258,2016,2016,,2023/03/21,to-read,to-read (#291),to-read,,,,0,0
61261034,The Last Russian Doll,Kristen  Loesch,"Loesch, Kristen",,"=""""","=""""",0,3.78,Berkley,Hardcover,406,2023,2022,,2023/03/20,to-read,to-read (#290),to-read,,,,0,0
53746633,The Night Watchman,Louise Erdrich,"Erdrich, Louise",,"=""0062671197""","=""9780062671196""",4,4.10,Harper Perennial,Paperback,451,2021,2020,2023/03/11,2023/02/18,,,read,,,,1,0
61399125,What Happened to Ruthy Ramirez,Claire Jiménez,"Jiménez, Claire",,"=""1538725967""","=""9781538725962""",0,3.53,Grand Central Publishing,Hardcover,240,2023,2023,,2023/03/07,to-read,to-read (#289),to-read,,,,0,0
61053829,I Have Some Questions for You,Rebecca Makkai,"Makkai, Rebecca",,"=""0593490142""","=""9780593490143""",5,3.60,Viking,Hardcover,438,2023,2023,2023/03/06,2023/02/19,,,read,,,,1,0
