,Station Name,Air Temperature,Humidity,Interval Rain,Total Rain,Wind Speed,Maximum Wind Speed,Month,Hour,Day of Year
0,Foster ,32.49444444444445,79,0.0,0.0,3.3,0.0,February,5,34
1,Foster ,41.81666666666667,89,0.0,0.0,3.3,0.0,September,0,268
2,Foster ,32.49444444444445,78,0.0,0.0,3.3,0.0,February,6,34
3,Foster ,32.37222222222222,77,0.0,0.0,3.3,0.0,February,7,34
4,Foster ,32.43333333333333,76,0.0,0.0,3.3,0.0,February,8,34
5,Foster ,32.0,87,0.0,0.0,3.3,0.0,February,9,37
6,Foster ,32.0,87,0.0,0.0,3.3,0.0,February,10,37
7,Foster ,32.0,87,0.0,0.0,3.3,0.0,February,11,37
8,Foster ,32.09444444444444,87,0.0,0.0,3.3,0.0,February,12,37
9,Foster ,33.111111111111114,82,0.0,0.0,3.3,0.0,February,20,37
10,Foster ,33.666666666666664,73,0.0,0.0,3.3,0.0,February,2,38
11,Foster ,41.93888888888889,88,0.0,0.0,3.3,0.0,September,1,268
12,Foster ,31.627777777777776,62,0.0,0.0,3.3,0.0,February,6,42
13,Foster ,32.49444444444445,66,0.0,0.0,3.3,0.0,February,11,42
14,Foster ,31.966666666666665,72,0.0,0.0,3.3,0.0,February,2,43
15,Foster ,32.43333333333333,69,0.0,0.0,3.3,0.0,February,4,44
16,Foster ,31.783333333333335,64,0.0,0.0,3.3,0.0,February,8,44
17,Foster ,32.772222222222226,64,0.0,0.0,3.3,0.0,February,0,45
18,Foster ,32.37222222222222,67,0.0,0.0,3.3,0.0,February,4,45
19,Foster ,32.09444444444444,61,0.0,0.0,3.3,0.0,February,5,45
20,Foster ,42.03333333333333,89,0.0,0.0,3.3,0.0,September,2,268
21,Foster ,32.03333333333333,62,0.0,0.0,3.3,0.0,February,6,45
22,Foster ,32.55555555555556,60,0.0,0.0,3.3,0.0,February,8,45
23,Foster ,32.27777777777778,42,0.0,0.0,3.3,0.0,February,23,46
24,Foster ,31.505555555555556,47,0.0,0.0,3.3,0.0,February,19,47
25,Foster ,26.72222222222222,46,0.0,0.0,3.3,0.0,February,3,48
26,Foster ,26.444444444444443,49,0.0,0.0,3.3,0.0,February,6,48
27,Foster ,26.41111111111111,50,0.0,0.0,3.3,0.0,February,7,48
28,Foster ,27.555555555555557,40,0.0,0.0,3.3,0.0,February,10,48
29,Foster ,32.09444444444444,82,0.0,0.0,3.3,0.0,February,2,50
30,Foster ,32.21666666666667,77,0.0,0.0,3.3,0.0,February,4,50
31,Foster ,31.905555555555555,78,0.0,0.0,3.3,0.0,February,6,50
32,Foster ,31.844444444444445,78,0.0,0.0,3.3,0.0,February,7,50
33,Foster ,42.21666666666667,89,0.0,0.0,3.3,0.0,September,3,268
34,Foster ,33.111111111111114,72,0.0,0.0,3.3,0.0,February,3,51
35,Foster ,30.333333333333332,62,0.0,0.0,3.3,0.0,February,4,55
36,Foster ,32.27777777777778,52,0.0,0.0,3.3,0.0,February,1,56
37,Foster ,37.0,87,0.0,0.0,3.3,0.0,February,22,58
38,Foster ,32.15555555555556,68,0.0,0.0,3.3,0.0,February,5,59
39,Foster ,31.444444444444443,67,0.0,0.0,3.3,0.0,February,6,59
40,Foster ,33.111111111111114,41,0.0,0.0,3.3,0.0,March,7,61
41,Foster ,42.09444444444445,89,0.0,0.0,3.3,0.0,September,4,268
42,Foster ,34.22222222222222,70,0.0,0.0,3.3,0.0,March,2,67
43,Foster ,32.15555555555556,49,0.0,0.0,3.3,0.0,March,3,70
44,Foster ,32.0,51,0.0,0.0,3.3,0.0,March,4,70
45,Foster ,42.15555555555556,88,0.0,0.0,3.3,0.0,September,5,268
46,Foster ,33.666666666666664,56,0.0,0.0,3.3,0.0,March,11,70
47,Foster ,42.15555555555556,88,0.0,0.0,3.3,0.0,September,6,268
48,Foster ,42.15555555555556,89,0.0,0.0,3.3,0.0,September,7,268
49,Foster ,33.666666666666664,82,0.0,0.0,3.3,0.0,March,6,75
50,Foster ,32.0,44,0.0,0.0,3.3,0.0,March,21,77
51,Foster ,32.27777777777778,43,0.0,0.0,3.3,0.0,March,15,78
52,Foster ,32.49444444444445,41,0.0,0.0,3.3,0.0,March,16,78
53,Foster ,32.0,44,0.0,0.0,3.3,0.0,March,2,79
54,Foster ,32.0,43,0.0,0.0,3.3,0.0,March,3,79
55,Oak Street ,42.888888888888886,89,0.0,110.8,0.6,0.7,September,7,268
56,Foster ,32.0,51,0.0,0.0,3.3,0.0,March,14,80
57,Foster ,32.0,46,0.0,0.0,3.3,0.0,March,15,80
58,Foster ,32.0,49,0.0,0.0,3.3,0.0,March,17,80
59,Foster ,42.21666666666667,88,0.0,0.0,3.3,0.0,September,8,268
60,Foster ,31.905555555555555,53,0.0,0.0,3.3,0.0,March,19,80
61,Foster ,42.37222222222222,87,0.13,0.0,3.3,0.0,September,9,268
62,Foster ,31.844444444444445,52,0.0,0.0,3.3,0.0,March,23,80
63,Foster ,31.844444444444445,54,0.0,0.0,3.3,0.0,March,1,81
64,Foster ,31.783333333333335,52,0.0,0.0,3.3,0.0,March,2,81
65,Foster ,31.72222222222222,49,0.0,0.0,3.3,0.0,March,3,81
66,Foster ,31.444444444444443,55,0.0,0.0,3.3,0.0,March,6,81
67,Foster ,42.37222222222222,88,0.0,0.0,3.3,0.0,September,10,268
68,Foster ,32.0,49,0.0,0.0,3.3,0.0,March,9,81
69,Foster ,32.31111111111111,52,0.0,0.0,3.3,0.0,March,16,81
70,Foster ,32.03333333333333,80,0.0,0.0,3.3,0.0,March,8,82
71,Foster ,42.31111111111111,88,2.36,0.0,3.3,0.0,September,11,268
72,Foster ,42.09444444444445,88,7.32,0.0,3.3,0.0,September,12,268
73,Foster ,42.09444444444445,89,8.28,0.0,3.3,0.0,September,13,268
74,Foster ,32.43333333333333,73,0.0,0.0,3.3,0.0,March,5,83
75,Foster ,32.03333333333333,71,0.0,0.0,3.3,0.0,March,6,83
76,Foster ,42.09444444444445,89,4.95,0.0,3.3,0.0,September,14,268
77,Foster ,32.0,72,0.0,0.0,3.3,0.0,March,7,83
78,Foster ,32.0,73,0.0,0.0,3.3,0.0,March,8,83
79,Foster ,42.49444444444445,90,5.11,0.0,3.3,0.0,September,15,268
80,Foster ,32.49444444444445,67,0.0,0.0,3.3,0.0,March,9,83
81,Foster ,32.21666666666667,40,0.0,0.0,3.3,0.0,March,15,83
82,Foster ,32.15555555555556,44,0.0,0.0,3.3,0.0,March,16,83
83,Foster ,32.15555555555556,50,0.0,0.0,3.3,0.0,March,21,83
84,Foster ,32.21666666666667,46,0.0,0.0,3.3,0.0,March,23,83
85,Foster ,32.55555555555556,60,0.0,0.0,3.3,0.0,March,4,84
86,Foster ,33.666666666666664,55,0.0,0.0,3.3,0.0,March,11,84
87,Foster ,42.31111111111111,88,1.17,0.0,3.3,0.0,September,16,268
88,Foster ,35.888888888888886,60,0.0,0.0,3.3,0.0,March,16,86
89,Foster ,32.0,52,0.0,0.0,3.3,0.0,March,11,87
90,Foster ,42.27777777777778,87,0.0,0.0,3.3,0.0,September,17,268
91,Foster ,32.27777777777778,54,0.0,0.0,3.3,0.0,March,7,88
92,Foster ,34.77777777777778,86,0.0,0.0,3.3,0.0,April,6,92
93,Foster ,42.0,88,0.0,0.0,3.3,0.0,September,18,268
94,Foster ,34.77777777777778,72,0.0,0.0,3.3,0.0,April,16,97
95,Foster ,37.0,43,0.0,0.0,3.3,0.0,April,15,112
96,Foster ,40.888888888888886,81,0.0,0.0,3.3,0.0,May,12,128
97,Foster ,43.111111111111114,69,0.0,0.0,3.3,0.0,May,16,128
98,Foster ,41.72222222222222,87,0.0,0.0,3.3,0.0,September,19,268
99,Foster ,44.22222222222222,76,0.0,0.0,3.3,0.0,June,11,157
100,Foster ,41.477777777777774,86,0.0,0.0,3.3,0.0,September,20,268
101,Foster ,41.32222222222222,86,0.0,0.0,3.3,0.0,September,21,268
102,Foster ,50.33333333333333,37,0.0,0.0,3.3,0.0,June,18,171
103,Foster ,43.111111111111114,79,0.0,0.0,3.3,0.0,June,2,172
104,Foster ,43.111111111111114,81,0.0,0.0,3.3,0.0,June,4,172
105,Foster ,41.53888888888889,89,0.0,0.0,3.3,0.0,June,21,172
106,Foster ,41.72222222222222,91,0.0,0.0,3.3,0.0,June,2,173
107,Foster ,44.22222222222222,74,0.0,0.0,3.3,0.0,June,12,173
108,Oak Street ,41.77777777777778,89,0.0,140.1,0.0,0.9,September,21,268
109,Foster ,41.166666666666664,87,0.0,0.0,3.3,0.0,September,22,268
110,Foster ,43.666666666666664,88,0.0,0.0,3.3,0.0,July,6,195
111,Foster ,45.888888888888886,73,0.0,0.0,3.3,0.0,July,10,195
112,Foster ,43.666666666666664,89,0.0,0.0,3.3,0.0,July,2,197
113,Foster ,43.666666666666664,57,0.0,0.0,3.3,0.0,July,0,200
114,Foster ,41.105555555555554,87,0.0,0.0,3.3,0.0,September,23,268
115,Foster ,40.983333333333334,86,0.0,0.0,3.3,0.0,September,0,269
116,Oak Street ,41.55555555555556,88,0.0,140.1,0.8,3.0,September,0,269
117,Foster ,40.827777777777776,85,0.0,0.0,3.3,0.0,September,1,269
118,Foster ,40.705555555555556,82,0.0,0.0,3.3,0.0,September,2,269
119,Foster ,40.766666666666666,79,0.0,0.0,3.3,0.0,September,3,269
120,Foster ,40.48888888888889,81,0.0,0.0,3.3,0.0,September,4,269
121,Foster ,40.333333333333336,82,0.0,0.0,3.3,0.0,September,5,269
122,Foster ,40.15,80,0.0,0.0,3.3,0.0,September,6,269
123,Foster ,39.99444444444445,80,0.0,0.0,3.3,0.0,September,7,269
124,Oak Street ,41.05555555555556,78,0.0,140.1,1.0,2.3,September,7,269
125,Foster ,40.611111111111114,75,0.0,0.0,3.3,0.0,September,8,269
126,Foster ,41.75555555555555,67,0.0,0.0,3.3,0.0,September,9,269
127,Foster ,42.833333333333336,59,0.0,0.0,3.3,0.0,September,10,269
128,Foster ,43.327777777777776,61,0.0,0.0,3.3,0.0,September,11,269
129,Foster ,43.7,53,0.0,0.0,3.3,0.0,September,12,269
130,Foster ,32.37222222222222,80,0.0,0.0,3.3,0.0,January,1,1
131,Foster ,32.31111111111111,82,0.0,0.0,3.3,0.0,January,2,1
132,Foster ,43.94444444444444,55,0.0,0.0,3.3,0.0,September,13,269
133,Foster ,32.0,68,0.0,0.0,3.3,0.0,January,6,1
134,Foster ,31.627777777777776,64,0.0,0.0,3.3,0.0,January,9,1
135,Foster ,31.72222222222222,62,0.0,0.0,3.3,0.0,January,13,1
136,Foster ,31.68888888888889,61,0.0,0.0,3.3,0.0,January,15,1
137,Foster ,31.68888888888889,63,0.0,0.0,3.3,0.0,January,16,1
138,Foster ,31.444444444444443,63,0.0,0.0,3.3,0.0,January,17,1
139,Foster ,30.855555555555554,70,0.0,0.0,3.3,0.0,January,0,2
140,Foster ,32.0,74,0.0,0.0,3.3,0.0,January,4,3
141,Foster ,32.0,78,0.0,0.0,3.3,0.0,January,5,3
142,Foster ,32.0,82,0.0,0.0,3.3,0.0,January,6,3
143,Foster ,31.844444444444445,55,0.0,0.0,3.3,0.0,January,5,4
144,Foster ,31.72222222222222,55,0.0,0.0,3.3,0.0,January,6,4
145,Foster ,32.0,49,0.0,0.0,3.3,0.0,January,10,4
146,Foster ,32.0,53,0.0,0.0,3.3,0.0,January,11,4
147,Foster ,32.0,54,0.0,0.0,3.3,0.0,January,12,4
148,Foster ,43.88333333333333,54,0.0,0.0,3.3,0.0,September,14,269
149,Foster ,32.0,56,0.0,0.0,3.3,0.0,January,21,4
150,Foster ,32.03333333333333,56,0.0,0.0,3.3,0.0,January,1,5
151,Foster ,31.505555555555556,64,0.0,0.0,3.3,0.0,January,5,5
152,Foster ,32.0,85,0.0,0.0,3.3,0.0,January,1,6
153,Foster ,32.03333333333333,85,0.0,0.0,3.3,0.0,January,2,6
154,Foster ,32.0,85,0.0,0.0,3.3,0.0,January,6,6
155,Foster ,32.49444444444445,82,0.0,0.0,3.3,0.0,January,20,6
156,Foster ,32.37222222222222,81,0.0,0.0,3.3,0.0,January,22,6
157,Foster ,32.0,81,0.0,0.0,3.3,0.0,January,5,7
158,Foster ,32.0,79,0.0,0.0,3.3,0.0,January,7,7
159,Foster ,32.55555555555556,64,0.0,0.0,3.3,0.0,January,18,7
160,Foster ,32.37222222222222,68,0.0,0.0,3.3,0.0,January,0,8
161,Foster ,32.31111111111111,69,0.0,0.0,3.3,0.0,January,2,8
162,Foster ,32.0,71,0.0,0.0,3.3,0.0,January,4,8
163,Foster ,32.21666666666667,69,0.0,0.0,3.3,0.0,January,5,8
164,Foster ,32.55555555555556,69,0.0,0.0,3.3,0.0,January,7,10
165,Foster ,32.0,67,0.0,0.0,3.3,0.0,January,14,10
166,Foster ,31.783333333333335,71,0.0,0.0,3.3,0.0,January,20,10
167,Foster ,43.605555555555554,52,0.0,0.0,3.3,0.0,September,15,269
168,Foster ,32.0,72,0.0,0.0,3.3,0.0,January,21,10
169,Foster ,32.55555555555556,78,0.0,0.0,3.3,0.0,January,3,11
170,Foster ,30.333333333333332,76,0.0,0.0,3.3,0.0,January,5,13
171,Foster ,30.333333333333332,74,0.0,0.0,3.3,0.0,January,9,13
172,Foster ,43.544444444444444,52,0.0,0.0,3.3,0.0,September,16,269
173,Foster ,20.022222222222222,57,0.0,0.0,3.3,0.0,January,11,14
174,Foster ,21.072222222222223,56,0.0,0.0,3.3,0.0,January,15,14
175,Foster ,19.46666666666667,66,0.0,0.0,3.3,0.0,January,3,15
176,Foster ,43.422222222222224,58,0.0,0.0,3.3,0.0,September,17,269
177,Foster ,43.422222222222224,61,0.0,0.0,3.3,0.0,September,18,269
178,Foster ,19.77777777777778,68,0.0,0.0,3.3,0.0,January,6,15
179,Foster ,20.95,62,0.0,0.0,3.3,0.0,January,10,15
180,Foster ,22.46111111111111,53,0.0,0.0,3.3,0.0,January,13,15
181,Foster ,23.11111111111111,53,0.0,0.0,3.3,0.0,January,14,15
182,Foster ,23.11111111111111,51,0.0,0.0,3.3,0.0,January,16,15
183,Foster ,22.12222222222222,61,0.0,0.0,3.3,0.0,January,21,15
184,Foster ,23.11111111111111,49,0.0,0.0,3.3,0.0,January,17,16
185,Foster ,23.11111111111111,54,0.0,0.0,3.3,0.0,January,20,16
186,Foster ,42.98888888888889,63,0.0,0.0,3.3,0.0,September,19,269
187,Foster ,27.555555555555557,56,0.0,0.0,3.3,0.0,January,18,17
188,Foster ,27.0,68,0.0,0.0,3.3,0.0,January,21,18
189,Foster ,26.444444444444443,70,0.0,0.0,3.3,0.0,January,22,18
190,Foster ,25.794444444444444,62,0.0,0.0,3.3,0.0,January,10,19
191,Foster ,25.516666666666666,59,0.0,0.0,3.3,0.0,January,19,19
192,Foster ,24.22222222222222,67,0.0,0.0,3.3,0.0,January,1,20
193,Foster ,24.77777777777778,57,0.0,0.0,3.3,0.0,January,1,21
194,Foster ,25.333333333333332,52,0.0,0.0,3.3,0.0,January,9,21
195,Foster ,28.944444444444443,52,0.0,0.0,3.3,0.0,January,0,22
196,Foster ,29.066666666666666,53,0.0,0.0,3.3,0.0,January,1,22
197,Foster ,29.56111111111111,54,0.0,0.0,3.3,0.0,January,3,22
198,Foster ,29.744444444444444,73,0.0,0.0,3.3,0.0,January,6,22
199,Foster ,30.116666666666667,76,0.0,0.0,3.3,0.0,January,8,22
200,Foster ,32.0,78,0.0,0.0,3.3,0.0,January,13,22
201,Foster ,32.21666666666667,79,0.0,0.0,3.3,0.0,January,14,22
202,Foster ,32.43333333333333,87,0.0,0.0,3.3,0.0,January,11,23
203,Foster ,42.833333333333336,67,0.0,0.0,3.3,0.0,September,20,269
204,Foster ,32.55555555555556,86,0.0,0.0,3.3,0.0,January,0,24
205,Foster ,42.55555555555556,67,0.0,0.0,3.3,0.0,September,21,269
206,Foster ,32.58888888888889,86,0.0,0.0,3.3,0.0,January,1,24
207,Foster ,32.43333333333333,86,0.0,0.0,3.3,0.0,January,2,24
208,Foster ,32.43333333333333,86,0.0,0.0,3.3,0.0,January,3,24
209,Foster ,32.21666666666667,87,0.03,0.0,3.3,0.0,January,5,24
210,Foster ,32.37222222222222,87,0.0,0.0,3.3,0.0,January,6,24
211,Foster ,33.111111111111114,88,0.0,0.0,3.3,0.0,January,6,25
212,Foster ,42.27777777777778,70,0.0,0.0,3.3,0.0,September,23,269
213,Foster ,33.111111111111114,88,0.0,0.0,3.3,0.0,January,10,25
214,Foster ,33.205555555555556,70,0.0,0.0,3.3,0.0,January,20,28
215,Foster ,32.58888888888889,73,0.0,0.0,3.3,0.0,January,0,29
216,Foster ,32.0,79,0.0,0.0,3.3,0.0,January,4,29
217,Foster ,31.905555555555555,79,0.0,0.0,3.3,0.0,January,5,29
218,Foster ,31.68888888888889,79,0.0,0.0,3.3,0.0,January,6,29
219,Oak Street ,43.22222222222222,64,0.0,140.1,0.0,0.6,September,23,269
220,Foster ,31.783333333333335,80,0.0,0.0,3.3,0.0,January,8,29
221,Foster ,31.783333333333335,80,0.0,0.0,3.3,0.0,January,9,29
222,Foster ,32.27777777777778,77,0.0,0.0,3.3,0.0,January,10,29
223,Foster ,33.666666666666664,75,0.0,0.0,3.3,0.0,January,3,31
224,Foster ,32.49444444444445,82,0.0,0.0,3.3,0.0,February,0,34
225,Foster ,32.55555555555556,80,0.0,0.0,3.3,0.0,February,3,34
226,Foster ,32.55555555555556,80,0.0,0.0,3.3,0.0,February,4,34
227,Foster ,41.81666666666667,71,0.0,0.0,3.3,0.0,September,0,270
228,Oak Street ,43.111111111111114,67,0.0,140.1,0.0,0.6,September,0,270
229,Foster ,41.72222222222222,73,0.0,0.0,3.3,0.0,September,1,270
230,Foster ,41.53888888888889,73,0.0,0.0,3.3,0.0,September,2,270
231,Foster ,42.15555555555556,32,0.0,0.0,3.3,0.0,October,22,276
232,Foster ,38.111111111111114,89,0.0,0.0,3.3,0.0,November,6,319
233,Foster ,37.55555555555556,68,0.0,0.0,3.3,0.0,November,11,320
234,Foster ,40.888888888888886,69,0.0,0.0,3.3,0.0,November,8,324
235,Foster ,31.68888888888889,86,0.0,0.0,3.3,0.0,November,11,326
236,Foster ,32.09444444444444,85,0.0,0.0,3.3,0.0,November,12,326
237,Foster ,29.22222222222222,50,0.0,0.0,3.3,0.0,November,14,334
238,Foster ,43.82222222222222,30,0.0,0.0,3.3,0.0,October,16,280
239,Foster ,29.005555555555556,49,0.0,0.0,3.3,0.0,November,16,334
240,Foster ,28.666666666666668,50,0.0,0.0,3.3,0.0,November,21,334
241,Foster ,28.38888888888889,52,0.0,0.0,3.3,0.0,November,22,334
242,Foster ,28.233333333333334,54,0.0,0.0,3.3,0.0,November,23,334
243,Foster ,27.244444444444444,60,0.0,0.0,3.3,0.0,November,4,335
244,Foster ,27.0,62,0.0,0.0,3.3,0.0,November,5,335
245,Foster ,26.905555555555555,62,0.0,0.0,3.3,0.0,November,6,335
246,Foster ,26.72222222222222,63,0.0,0.0,3.3,0.0,November,7,335
247,Foster ,29.77777777777778,45,0.0,0.0,3.3,0.0,November,16,335
248,Foster ,28.355555555555554,46,0.0,0.0,3.3,0.0,November,23,335
249,Foster ,40.827777777777776,58,0.0,0.0,3.3,0.0,October,20,283
250,Foster ,28.07777777777778,46,0.0,0.0,3.3,0.0,December,0,336
251,Foster ,41.26111111111111,51,0.0,0.0,3.3,0.0,October,9,284
252,Foster ,27.8,47,0.0,0.0,3.3,0.0,December,1,336
253,Foster ,27.555555555555557,49,0.0,0.0,3.3,0.0,December,2,336
254,Foster ,26.966666666666665,55,0.0,0.0,3.3,0.0,December,5,336
255,Foster ,26.68888888888889,55,0.0,0.0,3.3,0.0,December,8,336
256,Foster ,27.894444444444446,60,0.0,0.0,3.3,0.0,December,22,336
257,Foster ,27.555555555555557,64,0.0,0.0,3.3,0.0,December,0,337
258,Oak Street ,41.72222222222222,54,0.0,141.1,2.0,6.0,October,9,284
259,Foster ,27.522222222222222,69,0.0,0.0,3.3,0.0,December,5,337
260,Foster ,27.522222222222222,69,0.0,0.0,3.3,0.0,December,6,337
261,Foster ,29.22222222222222,63,0.0,0.0,3.3,0.0,December,18,337
262,Foster ,28.666666666666668,69,0.0,0.0,3.3,0.0,December,3,338
263,Foster ,28.666666666666668,70,0.0,0.0,3.3,0.0,December,4,338
264,Foster ,28.666666666666668,71,0.0,0.0,3.3,0.0,December,7,338
265,Foster ,28.666666666666668,44,0.0,0.0,3.3,0.0,December,22,339
266,Foster ,28.11111111111111,47,0.0,0.0,3.3,0.0,December,23,339
267,Foster ,29.22222222222222,52,0.0,0.0,3.3,0.0,December,23,340
268,Foster ,31.627777777777776,34,0.0,0.0,3.3,0.0,December,15,341
269,Foster ,31.844444444444445,35,0.0,0.0,3.3,0.0,December,16,341
270,Foster ,32.0,36,0.0,0.0,3.3,0.0,December,17,341
271,Foster ,32.0,36,0.0,0.0,3.3,0.0,December,18,341
272,Foster ,31.844444444444445,37,0.0,0.0,3.3,0.0,December,20,341
273,Foster ,32.0,59,0.0,0.0,3.3,0.0,December,19,345
274,Foster ,28.666666666666668,43,0.0,0.0,3.3,0.0,December,19,346
275,Foster ,24.12777777777778,48,0.0,0.0,3.3,0.0,December,4,347
276,Foster ,26.444444444444443,40,0.0,0.0,3.3,0.0,December,0,348
277,Foster ,25.333333333333332,48,0.0,0.0,3.3,0.0,December,3,348
278,Foster ,27.555555555555557,62,0.0,0.0,3.3,0.0,December,10,348
279,Foster ,32.0,64,0.0,0.0,3.3,0.0,December,9,349
280,Foster ,33.82222222222222,87,0.0,0.0,3.3,0.0,December,3,350
281,Foster ,33.111111111111114,74,0.0,0.0,3.3,0.0,December,0,353
282,Foster ,32.15555555555556,75,0.0,0.0,3.3,0.0,December,7,353
283,Foster ,31.966666666666665,69,0.0,0.0,3.3,0.0,December,8,353
284,Foster ,32.0,65,0.0,0.0,3.3,0.0,December,9,353
285,Foster ,31.72222222222222,66,0.0,0.0,3.3,0.0,December,13,353
286,Oak Street ,33.0,60,0.0,37.9,2.0,3.4,February,4,50
287,Foster ,31.505555555555556,56,0.0,0.0,3.3,0.0,December,16,353
288,Foster ,31.783333333333335,61,0.0,0.0,3.3,0.0,December,14,354
289,Foster ,32.0,64,0.0,0.0,3.3,0.0,December,16,354
290,Foster ,31.905555555555555,56,0.0,0.0,3.3,0.0,December,13,357
291,Foster ,32.09444444444444,67,0.0,0.0,3.3,0.0,December,18,357
292,Foster ,32.43333333333333,58,0.0,0.0,3.3,0.0,December,21,357
293,Foster ,41.44444444444444,53,0.0,0.0,3.3,0.0,October,10,284
294,Foster ,42.0,41,0.0,0.0,3.3,0.0,October,15,284
295,Foster ,40.644444444444446,45,0.0,0.0,3.3,0.0,October,3,285
296,Foster ,32.49444444444445,56,0.0,0.0,3.3,0.0,December,22,357
297,Foster ,32.43333333333333,54,0.0,0.0,3.3,0.0,December,1,358
298,Foster ,40.48888888888889,43,0.0,0.0,3.3,0.0,October,4,285
299,Foster ,32.03333333333333,77,0.0,0.0,3.3,0.0,February,5,50
300,Oak Street ,32.888888888888886,56,0.0,37.9,0.7,1.3,February,5,50
301,Foster ,33.111111111111114,76,0.0,0.0,3.3,0.0,December,6,359
302,Oak Street ,32.72222222222222,63,0.0,37.9,0.3,0.5,February,6,50
303,Foster ,40.21111111111111,46,0.0,0.0,3.3,0.0,October,5,285
304,Foster ,32.55555555555556,77,0.0,0.0,3.3,0.0,December,22,359
305,Oak Street ,32.72222222222222,69,0.0,37.9,1.8,2.1,February,7,50
306,Foster ,32.31111111111111,66,0.0,0.0,3.3,0.0,February,8,50
307,Oak Street ,33.166666666666664,66,0.0,37.9,1.4,2.4,February,8,50
308,Foster ,32.49444444444445,80,0.0,0.0,3.3,0.0,December,0,360
309,Foster ,32.55555555555556,78,0.0,0.0,3.3,0.0,December,1,360
310,Foster ,32.71111111111111,68,0.0,0.0,3.3,0.0,February,9,50
311,Oak Street ,33.55555555555556,63,0.0,37.9,1.8,3.9,February,9,50
312,Foster ,33.144444444444446,63,0.0,0.0,3.3,0.0,February,10,50
313,Oak Street ,34.05555555555556,59,0.0,37.9,1.5,1.7,February,10,50
314,Foster ,32.31111111111111,80,0.0,0.0,3.3,0.0,December,2,360
315,Foster ,33.483333333333334,64,0.0,0.0,3.3,0.0,February,11,50
316,Oak Street ,34.0,65,0.0,37.9,2.5,4.1,February,11,50
317,Foster ,33.388888888888886,68,0.0,0.0,3.3,0.0,February,12,50
318,Oak Street ,34.888888888888886,56,0.0,37.9,3.8,5.5,February,12,50
319,Foster ,33.544444444444444,70,0.0,0.0,3.3,0.0,February,13,50
320,Oak Street ,34.44444444444444,67,0.0,37.9,3.6,5.6,February,13,50
321,Foster ,33.82222222222222,72,0.0,0.0,3.3,0.0,February,14,50
322,Oak Street ,35.27777777777778,61,0.0,37.9,3.0,4.3,February,14,50
323,Foster ,33.76111111111111,72,0.0,0.0,3.3,0.0,February,15,50
324,Oak Street ,35.94444444444444,47,0.0,37.9,4.2,5.2,February,15,50
325,Foster ,34.1,68,0.0,0.0,3.3,0.0,February,16,50
326,Oak Street ,36.22222222222222,45,0.0,37.9,2.4,3.8,February,16,50
327,Foster ,33.94444444444444,70,0.0,0.0,3.3,0.0,February,17,50
328,Oak Street ,35.833333333333336,53,0.0,37.9,3.4,4.5,February,17,50
329,Foster ,33.666666666666664,73,0.0,0.0,3.3,0.0,February,18,50
330,Oak Street ,35.666666666666664,57,0.0,37.9,2.3,3.5,February,18,50
331,Oak Street ,34.77777777777778,79,0.0,117.3,4.9,8.6,April,18,95
332,Foster ,35.827777777777776,60,0.0,0.0,3.3,0.0,April,13,116
333,Oak Street ,36.44444444444444,68,0.0,16.3,2.4,2.9,April,13,116
334,Foster ,35.888888888888886,73,0.0,0.0,3.3,0.0,April,14,116
335,Oak Street ,36.388888888888886,75,0.0,16.3,3.0,3.7,April,14,116
336,Foster ,36.166666666666664,69,0.0,0.0,3.3,0.0,April,15,116
337,Oak Street ,36.333333333333336,75,0.0,16.3,3.4,4.0,April,15,116
338,Foster ,35.922222222222224,71,0.0,0.0,3.3,0.0,April,16,116
339,Oak Street ,36.5,75,0.0,16.3,3.0,4.1,April,16,116
340,Foster ,36.166666666666664,68,0.0,0.0,3.3,0.0,April,17,116
341,Foster ,33.7,72,0.0,0.0,3.3,0.0,February,19,50
342,Oak Street ,36.5,52,0.0,37.9,1.3,2.4,February,19,50
343,Foster ,35.55,52,0.0,0.0,3.3,0.0,February,20,50
344,Oak Street ,36.22222222222222,53,0.0,37.9,1.0,1.7,February,20,50
345,Foster ,35.05555555555556,54,0.0,0.0,3.3,0.0,February,21,50
346,Oak Street ,35.833333333333336,54,0.0,37.9,0.8,1.5,February,21,50
347,Foster ,34.65555555555556,58,0.0,0.0,3.3,0.0,February,22,50
348,Oak Street ,35.611111111111114,56,0.0,37.9,1.3,2.8,February,22,50
349,Foster ,34.37777777777778,57,0.0,0.0,3.3,0.0,February,23,50
350,Oak Street ,35.27777777777778,57,0.0,37.9,1.0,1.7,February,23,50
351,Foster ,34.22222222222222,60,0.0,0.0,3.3,0.0,February,0,51
352,Oak Street ,35.111111111111114,60,0.0,37.9,1.4,2.0,February,0,51
353,Foster ,33.88333333333333,65,0.0,0.0,3.3,0.0,February,1,51
354,Oak Street ,34.77777777777778,63,0.0,37.9,2.8,3.9,February,1,51
355,Foster ,33.327777777777776,71,0.0,0.0,3.3,0.0,February,2,51
356,Oak Street ,34.55555555555556,64,0.0,37.9,3.1,4.6,February,2,51
357,Oak Street ,34.55555555555556,63,0.0,37.9,1.6,2.9,February,3,51
358,Foster ,32.92777777777778,73,0.0,0.0,3.3,0.0,February,4,51
359,Oak Street ,34.666666666666664,61,0.0,37.9,2.0,3.0,February,4,51
360,Foster ,33.605555555555554,62,0.0,0.0,3.3,0.0,February,5,51
